행사명,행사 일주일 전 날짜,시작 시간,끝나는 시간,가까운 지하철역,호선,환승역,승하차구분,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,교대(법원.검찰청),하차,120,683,980,1421,1918,1414,1603,1652,1592,1343,1152,1435,1631,1141,764,727,731,751,479,15.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,교대(법원.검찰청),하차,95,348,487,570,927,739,823,813,1028,898,746,845,959,841,624,580,567,435,247,6.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,286,1039,2407,7013,5833,2846,2412,2042,2168,2019,1995,2139,2933,3710,1902,938,785,797,627,231.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,133,733,878,1335,1810,1472,1673,1708,1561,1405,1269,1444,1729,1255,734,726,649,810,443,36.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,92,327,400,551,1021,763,880,923,1093,931,770,901,935,777,597,577,470,426,247,16.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,166,1121,1599,1749,2848,2134,1886,2213,2447,2137,2197,2674,3565,3123,1800,1108,990,922,707,6.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,94,476,738,776,1274,1031,1050,1440,1375,1241,1004,1194,1271,1083,780,737,615,587,303,21.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,335,1122,2936,8023,6747,3281,2687,2235,2609,2499,2491,2323,2975,3982,2621,1281,1077,1021,565,175.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,161,877,1377,1543,2316,1553,1559,1929,1984,1702,1491,1492,1728,1619,1000,917,804,964,691,81.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,78,364,633,789,1298,921,960,1141,1222,1157,898,977,1117,992,752,677,689,671,379,7.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,교대(법원.검찰청),하차,106,1171,1233,1077,1430,1201,1199,1378,1506,1263,1170,1213,1418,1406,1071,857,886,1013,568,108.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,173,1166,1578,1476,2515,1800,1901,2159,2238,2096,1712,1516,1960,1669,1332,1119,1148,1167,774,129.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,89,533,674,864,1459,1001,972,1126,1288,1104,1033,1051,1091,1076,877,786,879,734,391,13.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,사당,하차,32,266,332,466,508,623,659,808,693,813,886,1039,1261,1008,908,834,831,779,428,118.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,사당,하차,45,445,372,515,848,958,1001,1073,1206,1139,1298,1545,2027,1729,1338,1173,1192,1178,848,205.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,사당,하차,203,942,1868,2798,1730,1351,1603,1608,1602,1758,2173,3008,4955,7908,5322,2360,2368,2477,2247,704.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,사당,하차,123,1596,993,1215,1457,1717,2320,2649,2524,2321,2659,3398,4113,3204,2051,1940,2256,2442,1709,303.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,사당,하차,100,997,711,682,1050,1216,1572,1594,1727,1582,1936,1960,2313,1976,1748,1645,1705,1473,842,73.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,사당,하차,177,1063,1864,3033,1769,1525,1845,1746,1617,1817,2185,3119,5145,8629,5177,2594,2240,2557,2321,832.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,사당,하차,136,1642,1434,1163,1655,1934,2449,2666,2531,2247,2919,3620,4253,3513,2264,1894,2114,2347,1888,144.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,사당,하차,86,1105,772,722,1304,1267,1700,1806,1751,1691,1894,2058,2332,2059,1653,1541,1586,1490,883,101.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,사당,하차,122,2314,1684,1851,2489,2368,2695,2963,2745,2815,3027,4029,4691,4682,3199,2698,2729,2693,1864,136.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,사당,하차,73,1770,1244,988,1634,1611,1825,2284,2122,1979,2259,2745,2802,2933,2186,2017,1883,1712,989,81.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,사당,하차,170,1177,2460,4024,2539,1833,2038,1917,1878,1754,2383,3024,4309,6709,5507,2938,2698,2578,1814,628.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,사당,하차,154,1271,1075,1296,1765,1651,2036,2427,2223,2309,2425,3129,4090,3796,2730,2121,2458,2509,2109,214.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,사당,하차,61,1081,925,776,1244,1253,1295,1613,1633,1679,1792,2387,2818,2452,1942,1845,2082,1816,1086,93.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,사당,하차,149,1438,987,1100,1889,1702,1865,1983,2052,2023,2236,2735,3331,3332,2624,2354,2437,2703,1946,226.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,사당,하차,191,1769,1538,1926,2481,2256,2289,3027,2776,2665,2651,3463,4603,4505,3422,2856,2829,3256,2398,421.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,사당,하차,98,1469,1121,1083,1678,1613,1652,1877,1991,2008,1909,2498,3015,2997,2309,2207,2289,2152,1363,125.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,대림(구로구청),하차,45,193,259,433,553,822,1213,896,910,861,936,913,995,888,711,707,655,605,369,95.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,대림(구로구청),하차,51,149,214,320,616,1202,1724,1177,985,987,993,1082,1072,1067,786,662,895,798,511,119.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,대림(구로구청),하차,132,431,992,2322,1252,892,956,987,990,1042,1355,1592,2205,2797,2072,1266,1755,1762,923,398.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,대림(구로구청),하차,138,311,364,587,818,897,968,1072,1085,1065,1194,1656,1881,1504,1173,1075,1548,1333,772,84.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,대림(구로구청),하차,88,262,266,469,791,1395,1386,908,945,931,1006,1031,1094,1119,936,916,1216,965,495,24.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,대림(구로구청),하차,136,443,1002,2369,1274,910,885,1029,1094,1104,1534,1634,2210,2801,2184,1329,1656,1743,990,340.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,대림(구로구청),하차,149,276,367,675,874,1027,1203,1169,1158,1129,1320,1747,2011,1591,1232,1091,1509,1367,884,41.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,대림(구로구청),하차,98,331,374,505,790,1383,1600,1051,1144,1177,1065,1164,1153,1102,944,863,1229,1009,502,36.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,대림(구로구청),하차,180,385,420,963,1116,1216,1320,1599,1703,1681,1818,2128,3139,2630,1872,1586,2139,1983,1217,104.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,대림(구로구청),하차,148,800,435,874,1216,1873,2200,1512,1811,1619,1559,1738,1888,1834,1409,1198,1627,1375,831,16.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,대림(구로구청),하차,157,514,1030,2987,1678,1312,1242,1207,1426,1334,1647,1909,3138,3303,2750,1800,2280,2167,1234,359.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,대림(구로구청),하차,159,443,526,1231,1129,1029,1212,1447,1393,1348,1481,1836,2657,2139,1681,1429,1999,1836,1129,263.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,대림(구로구청),하차,71,347,421,836,1171,1710,2080,1530,1494,1491,1372,1388,1552,1500,1278,1225,1580,1372,757,50.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,대림(구로구청),하차,141,413,397,648,974,1138,1365,1276,1482,1334,1619,2128,2635,2696,1938,1497,2021,1967,1184,75.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,대림(구로구청),하차,204,405,417,858,1117,1117,1317,1392,1612,1685,1806,2047,2939,2651,2062,1802,1951,2219,1516,155.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,대림(구로구청),하차,109,448,389,699,1302,1981,2192,1565,1619,1561,1644,1802,2011,1843,1546,1385,1746,1634,894,57.0
